date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:27:19	1159/1159	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-644d039e-964735a363c76eea;gz%22	https://gabrielromes.com/robots.txt		(from )
22:27:19	55958/55958	---M-Z	200	added ('OK')	text/html	etag:%22da96-64c62375-fcc8838bbf89356b;gz%22	https://gabrielromes.com/	C:/Meus%20Sites/Port/gabrielromes.com/index.html	(from )
22:27:19	55958/55958	---M-Z	200	added ('OK')	text/html	etag:%22da96-64c62375-fcc8838bbf89356b;gz%22	https://gabrielromes.com/index.html	C:/Meus%20Sites/Port/gabrielromes.com/index-2.html	(from https://gabrielromes.com/)
22:27:20	5457/5457	---M--	200	added ('OK')	image/png	etag:%221551-64c473c1-a83df2e02e3c9768;;;%22	https://gabrielromes.com/favicons/favicon3.png	C:/Meus%20Sites/Port/gabrielromes.com/favicons/favicon3.png	(from https://gabrielromes.com/)
22:27:20	100201/100201	---M-Z	200	added ('OK')	text/css	etag:%2218769-64c5d084-80359cfb68b92562;gz%22	https://gabrielromes.com/dist/css/style.css	C:/Meus%20Sites/Port/gabrielromes.com/dist/css/style.css	(from https://gabrielromes.com/)
22:27:20	4443/4443	---M-Z	200	added ('OK')	image/svg+xml	etag:%22115b-64c47345-6d1c38f79592de04;gz%22	https://gabrielromes.com/dist/img/header.svg	C:/Meus%20Sites/Port/gabrielromes.com/dist/img/header.svg	(from https://gabrielromes.com/)
22:27:20	38472/38472	---M-Z	200	added ('OK')	text/html	etag:%229648-64d11aea-6fb038d4b48eaa82;gz%22	https://gabrielromes.com/sobre.html	C:/Meus%20Sites/Port/gabrielromes.com/sobre.html	(from https://gabrielromes.com/)
22:27:21	43076/43076	---M-Z	200	added ('OK')	text/html	etag:%22a844-64c62373-6d2908dcd9746115;gz%22	https://gabrielromes.com/portfolio.html	C:/Meus%20Sites/Port/gabrielromes.com/portfolio.html	(from https://gabrielromes.com/)
22:27:21	35128/35128	---M-Z	200	added ('OK')	text/html	etag:%228938-64d12b11-6d6d3e9dd2104038;gz%22	https://gabrielromes.com/contato.html	C:/Meus%20Sites/Port/gabrielromes.com/contato.html	(from https://gabrielromes.com/)
22:27:21	528155/528155	---M--	200	added ('OK')	image/png	etag:%2280f1b-64c62366-72e3eaf4bdd5c862;;;%22	https://gabrielromes.com/dist/img/gabrielromes.png	C:/Meus%20Sites/Port/gabrielromes.com/dist/img/gabrielromes.png	(from https://gabrielromes.com/)
22:27:21	458/458	---M--	200	added ('OK')	image/webp	etag:%221ca-64c4736a-50fb93d6c9f1ec1b;;;%22	https://gabrielromes.com/dist/img/hero-images/alianca.webp	C:/Meus%20Sites/Port/gabrielromes.com/dist/img/hero-images/alianca.webp	(from https://gabrielromes.com/)
22:27:22	23364/23364	---M--	200	added ('OK')	image/webp	etag:%225b44-64c47371-99a5b7267bc4ae5c;;;%22	https://gabrielromes.com/dist/img/hero-images/diegogramas.webp	C:/Meus%20Sites/Port/gabrielromes.com/dist/img/hero-images/diegogramas.webp	(from https://gabrielromes.com/)
22:27:22	22770/22770	---M--	200	added ('OK')	image/webp	etag:%2258f2-64c4737d-bfc9c60e1017defc;;;%22	https://gabrielromes.com/dist/img/hero-images/pstudio.webp	C:/Meus%20Sites/Port/gabrielromes.com/dist/img/hero-images/pstudio.webp	(from https://gabrielromes.com/)
